Problem Name	01grapher	02grapher	03grapher	04grapher	05grapher	06grapher	07grapher	08grapher	09grapher	10grapher
%(hintMessage_101_bottomtotop_point5y_click_spot)%	The <%=quantity2%> is from bottom-to-top and is %(point5y)% <%=unit2%>. Click on the spot where %(point5y)% <%=unit2%> intersects the line.	The <%=quantity2%> is from bottom-to-top and is %(point5y)% <%=unit2%>. Click on the spot where %(point5y)% <%=unit2%> intersects the line.	The <%=quantity2%> is from bottom-to-top and is %(point5y)% <%=unit2%>. Click on the spot where %(point5y)% <%=unit2%> intersects the line.	The <%=quantity2%> is from bottom-to-top and is %(point5y)% <%=unit2%>. Click on the spot where %(point5y)% <%=unit2%> intersects the line.	The <%=quantity2%> is from bottom-to-top and is %(point5y)% <%=unit2%>. Click on the spot where %(point5y)% <%=unit2%> intersects the line.	The <%=quantity2%> is from bottom-to-top and is %(point5y)% <%=unit2%>. Click on the spot where %(point5y)% <%=unit2%> intersects the line.	The <%=quantity2%> is from bottom-to-top and is %(point5y)% <%=unit2%>. Click on the spot where %(point5y)% <%=unit2%> intersects the line.	The <%=quantity2%> is from bottom-to-top and is %(point5y)% <%=unit2%>. Click on the spot where %(point5y)% <%=unit2%> intersects the line.	The <%=quantity2%> is from bottom-to-top and is %(point5y)% <%=unit2%>. Click on the spot where %(point5y)% <%=unit2%> intersects the line.	The <%=quantity2%> is from bottom-to-top and is %(point5y)% <%=unit2%>. Click on the spot where %(point5y)% <%=unit2%> intersects the line.
%(hintMessage_102_click_graph_coordinates_point5x)%	Click on the graph at the coordinates '(%(point5x)%, %(point5y)%)' to add the point.	Click on the graph at the coordinates '(%(point5x)%, %(point5y)%)' to add the point.	Click on the graph at the coordinates '(%(point5x)%, %(point5y)%)' to add the point.	Click on the graph at the coordinates '(%(point5x)%, %(point5y)%)' to add the point.	Click on the graph at the coordinates '(%(point5x)%, %(point5y)%)' to add the point.	Click on the graph at the coordinates '(%(point5x)%, %(point5y)%)' to add the point.	Click on the graph at the coordinates '(%(point5x)%, %(point5y)%)' to add the point.	Click on the graph at the coordinates '(%(point5x)%, %(point5y)%)' to add the point.	Click on the graph at the coordinates '(%(point5x)%, %(point5y)%)' to add the point.	Click on the graph at the coordinates '(%(point5x)%, %(point5y)%)' to add the point.
%(hintMessage_105_look_second_question_q2)%	"Look at the second question: ""%(q2)%"" What is the %(xlabel)% here?"	"Look at the second question: ""%(q2)%"" What is the %(xlabel)% here?"	"Look at the second question: ""%(q2)%"" What is the %(xlabel)% here?"	"Look at the second question: ""%(q2)%"" What is the %(xlabel)% here?"	"Look at the second question: ""%(q2)%"" What is the %(xlabel)% here?"	"Look at the second question: ""%(q2)%"" What is the %(xlabel)% here?"	"Look at the second question: ""%(q2)%"" What is the %(xlabel)% here?"	"Look at the second question: ""%(q2)%"" What is the %(xlabel)% here?"	"Look at the second question: ""%(q2)%"" What is the %(xlabel)% here?"	"Look at the second question: ""%(q2)%"" What is the %(xlabel)% here?"
%(hintMessage_106_xlabel_point2x_xunit)%	The %(xlabel)% is %(point2x)% %(xunit)%.	The %(xlabel)% is %(point2x)% %(xunit)%.	The %(xlabel)% is %(point2x)% %(xunit)%.	The %(xlabel)% is %(point2x)% %(xunit)%.	The %(xlabel)% is %(point2x)% %(xunit)%.	The %(xlabel)% is %(point2x)% %(xunit)%.	The %(xlabel)% is %(point2x)% %(xunit)%.	The %(xlabel)% is %(point2x)% %(xunit)%.	The %(xlabel)% is %(point2x)% %(xunit)%.	The %(xlabel)% is %(point2x)% %(xunit)%.
%(hintMessage_107_please_enter_point2x_highlighted)%	Please enter '%(point2x)%' in the highlighted field.	Please enter '%(point2x)%' in the highlighted field.	Please enter '%(point2x)%' in the highlighted field.	Please enter '%(point2x)%' in the highlighted field.	Please enter '%(point2x)%' in the highlighted field.	Please enter '%(point2x)%' in the highlighted field.	Please enter '%(point2x)%' in the highlighted field.	Please enter '%(point2x)%' in the highlighted field.	Please enter '%(point2x)%' in the highlighted field.	Please enter '%(point2x)%' in the highlighted field.
%(hintMessage_109_look_third_question_q3)%	"Look at the third question: ""%(q3)%"" What is the %(xlabel)% here?"	"Look at the third question: ""%(q3)%"" What is the %(xlabel)% here?"	"Look at the third question: ""%(q3)%"" What is the %(xlabel)% here?"	"Look at the third question: ""%(q3)%"" What is the %(xlabel)% here?"	"Look at the third question: ""%(q3)%"" What is the %(xlabel)% here?"	"Look at the third question: ""%(q3)%"" What is the %(xlabel)% here?"	"Look at the third question: ""%(q3)%"" What is the %(xlabel)% here?"	"Look at the third question: ""%(q3)%"" What is the %(xlabel)% here?"	"Look at the third question: ""%(q3)%"" What is the %(xlabel)% here?"	"Look at the third question: ""%(q3)%"" What is the %(xlabel)% here?"
%(hintMessage_110_xlabel_point3x_xunit)%	The %(xlabel)% is %(point3x)% %(xunit)%.	The %(xlabel)% is %(point3x)% %(xunit)%.	The %(xlabel)% is %(point3x)% %(xunit)%.	The %(xlabel)% is %(point3x)% %(xunit)%.	The %(xlabel)% is %(point3x)% %(xunit)%.	The %(xlabel)% is %(point3x)% %(xunit)%.	The %(xlabel)% is %(point3x)% %(xunit)%.	The %(xlabel)% is %(point3x)% %(xunit)%.	The %(xlabel)% is %(point3x)% %(xunit)%.	The %(xlabel)% is %(point3x)% %(xunit)%.
%(hintMessage_111_please_enter_point3x_highlighted)%	Please enter '%(point3x)%' in the highlighted field.	Please enter '%(point3x)%' in the highlighted field.	Please enter '%(point3x)%' in the highlighted field.	Please enter '%(point3x)%' in the highlighted field.	Please enter '%(point3x)%' in the highlighted field.	Please enter '%(point3x)%' in the highlighted field.	Please enter '%(point3x)%' in the highlighted field.	Please enter '%(point3x)%' in the highlighted field.	Please enter '%(point3x)%' in the highlighted field.	Please enter '%(point3x)%' in the highlighted field.
%(hintMessage_118_observe_points_graph_turned)%	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.
%(hintMessage_119_line_defined_two_points)%	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.
%(hintMessage_124_placed_point_fifth_question)%	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.
%(hintMessage_126_point5x)%	The <%=quantity1%> is at %(point5x)% <%=unit1%>.	The <%=quantity1%> is at %(point5x)% <%=unit1%>.	The <%=quantity1%> is at %(point5x)% <%=unit1%>.	The <%=quantity1%> is at %(point5x)% <%=unit1%>.	The <%=quantity1%> is at %(point5x)% <%=unit1%>.	The <%=quantity1%> is at %(point5x)% <%=unit1%>.	The <%=quantity1%> is at %(point5x)% <%=unit1%>.	The <%=quantity1%> is at %(point5x)% <%=unit1%>.	The <%=quantity1%> is at %(point5x)% <%=unit1%>.	The <%=quantity1%> is at %(point5x)% <%=unit1%>.
%(hintMessage_127_please_enter_point5x_highlighted)%	Please enter '%(point5x)%' in the highlighted field.	Please enter '%(point5x)%' in the highlighted field.	Please enter '%(point5x)%' in the highlighted field.	Please enter '%(point5x)%' in the highlighted field.	Please enter '%(point5x)%' in the highlighted field.	Please enter '%(point5x)%' in the highlighted field.	Please enter '%(point5x)%' in the highlighted field.	Please enter '%(point5x)%' in the highlighted field.	Please enter '%(point5x)%' in the highlighted field.	Please enter '%(point5x)%' in the highlighted field.
%(hintMessage_128_look_first_question_q1)%	"Look at the first question: ""%(q1)%"" What is the %(xlabel)% here?"	"Look at the first question: ""%(q1)%"" What is the %(xlabel)% here?"	"Look at the first question: ""%(q1)%"" What is the %(xlabel)% here?"	"Look at the first question: ""%(q1)%"" What is the %(xlabel)% here?"	"Look at the first question: ""%(q1)%"" What is the %(xlabel)% here?"	"Look at the first question: ""%(q1)%"" What is the %(xlabel)% here?"	"Look at the first question: ""%(q1)%"" What is the %(xlabel)% here?"	"Look at the first question: ""%(q1)%"" What is the %(xlabel)% here?"	"Look at the first question: ""%(q1)%"" What is the %(xlabel)% here?"	"Look at the first question: ""%(q1)%"" What is the %(xlabel)% here?"
%(hintMessage_129_xlabel_point1x)%	The %(xlabel)% is %(point1x)% <%=unit1%>.	The %(xlabel)% is %(point1x)% <%=unit1%>.	The %(xlabel)% is %(point1x)% <%=unit1%>.	The %(xlabel)% is %(point1x)% <%=unit1%>.	The %(xlabel)% is %(point1x)% <%=unit1%>.	The %(xlabel)% is %(point1x)% <%=unit1%>.	The %(xlabel)% is %(point1x)% <%=unit1%>.	The %(xlabel)% is %(point1x)% <%=unit1%>.	The %(xlabel)% is %(point1x)% <%=unit1%>.	The %(xlabel)% is %(point1x)% <%=unit1%>.
%(hintMessage_130_please_enter_point1x_highlighted)%	Please enter '%(point1x)%' in the highlighted field.	Please enter '%(point1x)%' in the highlighted field.	Please enter '%(point1x)%' in the highlighted field.	Please enter '%(point1x)%' in the highlighted field.	Please enter '%(point1x)%' in the highlighted field.	Please enter '%(point1x)%' in the highlighted field.	Please enter '%(point1x)%' in the highlighted field.	Please enter '%(point1x)%' in the highlighted field.	Please enter '%(point1x)%' in the highlighted field.	Please enter '%(point1x)%' in the highlighted field.
%(hintMessage_132_look_fourth_question_q4)%	"Look at the fourth question: ""%(q4)%"" What is the <%=quantity2%> here?"	"Look at the fourth question: ""%(q4)%"" What is the <%=quantity2%> here?"	"Look at the fourth question: ""%(q4)%"" What is the <%=quantity2%> here?"	"Look at the fourth question: ""%(q4)%"" What is the <%=quantity2%> here?"	"Look at the fourth question: ""%(q4)%"" What is the <%=quantity2%> here?"	"Look at the fourth question: ""%(q4)%"" What is the <%=quantity2%> here?"	"Look at the fourth question: ""%(q4)%"" What is the <%=quantity2%> here?"	"Look at the fourth question: ""%(q4)%"" What is the <%=quantity2%> here?"	"Look at the fourth question: ""%(q4)%"" What is the <%=quantity2%> here?"	"Look at the fourth question: ""%(q4)%"" What is the <%=quantity2%> here?"
%(hintMessage_133_point4y)%	The <%=quantity2%> is %(point4y)% <%=unit2%>.	The <%=quantity2%> is %(point4y)% <%=unit2%>.	The <%=quantity2%> is %(point4y)% <%=unit2%>.	The <%=quantity2%> is %(point4y)% <%=unit2%>.	The <%=quantity2%> is %(point4y)% <%=unit2%>.	The <%=quantity2%> is %(point4y)% <%=unit2%>.	The <%=quantity2%> is %(point4y)% <%=unit2%>.	The <%=quantity2%> is %(point4y)% <%=unit2%>.	The <%=quantity2%> is %(point4y)% <%=unit2%>.	The <%=quantity2%> is %(point4y)% <%=unit2%>.
%(hintMessage_134_please_enter_point4y_highlighted)%	Please enter '%(point4y)%' in the highlighted field.	Please enter '%(point4y)%' in the highlighted field.	Please enter '%(point4y)%' in the highlighted field.	Please enter '%(point4y)%' in the highlighted field.	Please enter '%(point4y)%' in the highlighted field.	Please enter '%(point4y)%' in the highlighted field.	Please enter '%(point4y)%' in the highlighted field.	Please enter '%(point4y)%' in the highlighted field.	Please enter '%(point4y)%' in the highlighted field.	Please enter '%(point4y)%' in the highlighted field.
%(hintMessage_135_unit_would_measure_ylabel)%	In what unit would you measure %(ylabel)%?	In what unit would you measure %(ylabel)%?	In what unit would you measure %(ylabel)%?	In what unit would you measure %(ylabel)%?	In what unit would you measure %(ylabel)%?	In what unit would you measure %(ylabel)%?	In what unit would you measure %(ylabel)%?	In what unit would you measure %(ylabel)%?	In what unit would you measure %(ylabel)%?	In what unit would you measure %(ylabel)%?
%(hintMessage_136_)%	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"
%(hintMessage_137_please_enter_highlighted_field)%	"Please enter '<%=graphUnitY || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitY || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitY || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitY || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitY || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitY || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitY || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitY || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitY || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitY || ""%(yunit)%""%>' in the highlighted field."
%(hintMessage_143_)%	"<%=unit2 ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=unit2 ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=unit2 ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=unit2 ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=unit2 ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=unit2 ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=unit2 ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=unit2 ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=unit2 ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=unit2 ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"
%(hintMessage_144_please_enter_highlighted_field)%	"Please enter '<%=unit2 || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=unit2 || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=unit2 || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=unit2 || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=unit2 || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=unit2 || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=unit2 || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=unit2 || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=unit2 || ""%(yunit)%""%>' in the highlighted field."	"Please enter '<%=unit2 || ""%(yunit)%""%>' in the highlighted field."
%(buggyMessage_1_correct)%	No, this is not correct.	No, this is not correct.	No, this is not correct.	No, this is not correct.	No, this is not correct.	No, this is not correct.	No, this is not correct.	No, this is not correct.	No, this is not correct.	No, this is not correct.
%(buggyMessage_4_point_question_1_would)%	The point for question 1 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 1 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 1 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 1 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 1 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 1 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 1 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 1 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 1 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 1 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).
%(buggyMessage_5_point_question_1_would)%	The point for question 1 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 1 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 1 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 1 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 1 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 1 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 1 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 1 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 1 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 1 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).
%(buggyMessage_6_point_question_1_would)%	The point for question 1 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 1 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 1 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 1 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 1 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 1 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 1 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 1 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 1 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 1 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).
%(buggyMessage_7_point_question_1_would)%	The point for question 1 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 1 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 1 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 1 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 1 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 1 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 1 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 1 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 1 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 1 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).
%(buggyMessage_8_warning_changing_boundaries_one)%	Warning: by changing the boundaries, one of your points went out of bounds.	Warning: by changing the boundaries, one of your points went out of bounds.	Warning: by changing the boundaries, one of your points went out of bounds.	Warning: by changing the boundaries, one of your points went out of bounds.	Warning: by changing the boundaries, one of your points went out of bounds.	Warning: by changing the boundaries, one of your points went out of bounds.	Warning: by changing the boundaries, one of your points went out of bounds.	Warning: by changing the boundaries, one of your points went out of bounds.	Warning: by changing the boundaries, one of your points went out of bounds.	Warning: by changing the boundaries, one of your points went out of bounds.
%(buggyMessage_9_point_question_2_would)%	The point for question 2 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 2 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 2 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 2 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 2 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 2 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 2 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 2 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 2 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).	The point for question 2 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box).
%(buggyMessage_10_point_question_2_would)%	The point for question 2 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 2 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 2 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 2 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 2 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 2 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 2 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 2 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 2 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).	The point for question 2 would not fit on the graph right now. Please adjust the right boundary of the X-axis (in the bottom right box).
%(buggyMessage_11_point_question_2_would)%	The point for question 2 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 2 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 2 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 2 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 2 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 2 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 2 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 2 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 2 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).	The point for question 2 would not fit on the graph right now. Please adjust the lower boundary of the Y-axis (in the left lower box).
%(buggyMessage_12_point_question_2_would)%	The point for question 2 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 2 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 2 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 2 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 2 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 2 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 2 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 2 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 2 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).	The point for question 2 would not fit on the graph right now. Please adjust the upper boundary of the Y-axis (in the left upper box).
%(buggyMessage_13_point_question_3_would)%	The point for question 3 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box)	The point for question 3 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box)	The point for question 3 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box)	The point for question 3 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box)	The point for question 3 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box)	The point for question 3 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box)	The point for question 3 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box)	The point for question 3 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box)	The point for question 3 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box)	The point for question 3 would not fit on the graph right now. Please adjust the left boundary of the X-axis (in the bottom left box)
