Problem Name	01negativeslope	01negativeslopeESP	02negativeslope	02negativeslopeESP	03negativeslope	03negativeslopeESP	04negativeslope	04negativeslopeESP	05negativeslope	05negativeslopeESP	06negativeslope	06negativeslopeESP	07negativeslope	07negativeslopeESP	08negativeslope	08negativeslopeESP	09negativeslope	09negativeslopeESP
%(hintMessage_101_bottomtotop_point5y_click_spot)%	The <%=quantity2%> is from bottom-to-top and is 0 <%=unit2%>. Click on the spot where 0 <%=unit2%> intersects the line.	[google]El <%=quantity2%> es de abajo hacia arriba y es 0 <%=unit2%>. Haga clic en el lugar donde 0 <%=unit2%> se cruza con la línea.	The <%=quantity2%> is from bottom-to-top and is 1 <%=unit2%>. Click on the spot where 1 <%=unit2%> intersects the line.	[google]El <%=quantity2%> es de abajo hacia arriba y es 1 <%=unit2%>. Haga clic en el lugar donde 1 <%=unit2%> se cruza con la línea.	The <%=quantity2%> is from bottom-to-top and is 0 <%=unit2%>. Click on the spot where 0 <%=unit2%> intersects the line.	[google]El <%=quantity2%> es de abajo hacia arriba y es 0 <%=unit2%>. Haga clic en el lugar donde 0 <%=unit2%> se cruza con la línea.	The <%=quantity2%> is from bottom-to-top and is 0 <%=unit2%>. Click on the spot where 0 <%=unit2%> intersects the line.	[google]El <%=quantity2%> es de abajo hacia arriba y es 0 <%=unit2%>. Haga clic en el lugar donde 0 <%=unit2%> se cruza con la línea.	The <%=quantity2%> is from bottom-to-top and is 348 <%=unit2%>. Click on the spot where 348 <%=unit2%> intersects the line.	[google]El <%=quantity2%> es de abajo hacia arriba y es 348 <%=unit2%>. Haga clic en el lugar donde 348 <%=unit2%> se cruza con la línea.	The <%=quantity2%> is from bottom-to-top and is 3720 <%=unit2%>. Click on the spot where 3720 <%=unit2%> intersects the line.	[google]El <%=quantity2%> es de abajo a arriba y es 3720 <%=unit2%>. Haga clic en el lugar donde 3720 <%=unit2%> se cruza con la línea.	The <%=quantity2%> is from bottom-to-top and is 0 <%=unit2%>. Click on the spot where 0 <%=unit2%> intersects the line.	[google]El <%=quantity2%> es de abajo hacia arriba y es 0 <%=unit2%>. Haga clic en el lugar donde 0 <%=unit2%> se cruza con la línea.	The <%=quantity2%> is from bottom-to-top and is -875 <%=unit2%>. Click on the spot where -875 <%=unit2%> intersects the line.	[google]El <%=quantity2%> es de abajo hacia arriba y es -875 <%=unit2%>. Haga clic en el lugar donde -875 <%=unit2%> intersecta la línea.	The <%=quantity2%> is from bottom-to-top and is 1.1 <%=unit2%>. Click on the spot where 1.1 <%=unit2%> intersects the line.	[google]El <%=quantity2%> es de abajo hacia arriba y es 1.1 <%=unit2%>. Haga clic en el lugar donde 1.1 <%=unit2%> se cruza con la línea.
%(hintMessage_102_click_graph_coordinates_point5x)%	Click on the graph at the coordinates '(7, 0)' to add the point.	[google]Haga clic en el gráfico en las coordenadas '(7, 0)' para agregar el punto.	Click on the graph at the coordinates '(50, 1)' to add the point.	[google]Haga clic en el gráfico en las coordenadas '(50, 1)' para agregar el punto.	Click on the graph at the coordinates '(34, 0)' to add the point.	[google]Haga clic en el gráfico en las coordenadas '(34, 0)' para agregar el punto.	Click on the graph at the coordinates '(40, 0)' to add the point.	[google]Haga clic en el gráfico en las coordenadas '(40, 0)' para agregar el punto.	Click on the graph at the coordinates '(46, 348)' to add the point.	[google]Haga clic en el gráfico en las coordenadas '(46, 348)' para agregar el punto.	Click on the graph at the coordinates '(-6, 3720)' to add the point.	[google]Haga clic en el gráfico en las coordenadas '(-6, 3720)' para agregar el punto.	Click on the graph at the coordinates '(50, 0)' to add the point.	[google]Haga clic en el gráfico en las coordenadas '(50, 0)' para agregar el punto.	Click on the graph at the coordinates '(83, -875)' to add the point.	[google]Haga clic en el gráfico en las coordenadas (83, -875) 'para agregar el punto.	Click on the graph at the coordinates '(17, 1.1)' to add the point.	[google]Haga clic en el gráfico en las coordenadas '(17, 1.1)' para agregar el punto.
%(hintMessage_105_look_second_question_q2)%	"Look at the second question: ""How many people are in line in front of you after two minutes?"" What is the time here?"	"Mire la segunda pregunta: ""¿Cuántas personas están en la fila frente a usted después de dos minutos?"" ¿Qué hora es aquí?"	"Look at the second question: ""What floor will Vincent be at after four seconds?"" What is the time here?"	"Mire la segunda pregunta: ""¿En qué piso estará Vincent después de cuatro segundos?"" ¿Qué hora es aquí?"	"Look at the second question: ""How many dollars are left to pay back after eight months?"" What is the time here?"	"Mire la segunda pregunta: ""¿Cuántos dólares quedan para devolver después de ocho meses?"" ¿Qué hora es aquí?"	"Look at the second question: ""How many messages do you have left after two weeks?"" What is the time here?"	"Mire la segunda pregunta: ""¿Cuántos mensajes le quedan después de dos semanas?"" ¿Qué hora es aquí?"	"Look at the second question: ""How many workers are needed if he gets ten machines?"" What is the machines needed here?"	"Mire la segunda pregunta: ""¿Cuántos trabajadores se necesitan si obtiene diez máquinas?"" ¿Qué máquinas se necesitan aquí?"	"Look at the second question: ""How many leafs are left after two weeks from now?"" What is the time here?"	"Mire la segunda pregunta: ""¿Cuántas hojas quedan dentro de dos semanas?"" ¿Qué hora es aquí?"	"Look at the second question: ""If 20 people come by, what will you have left?"" What is the people coming by here?"	"Mira la segunda pregunta: ""Si pasan 20 personas, ¿Qué te quedará?"" ¿Qué viene la gente por aquí?"	"Look at the second question: ""33 seconds passed. What is the elevation (in feet)?"" What is the time here?"	"Mire la segunda pregunta: ""Pasaron 33 segundos. ¿Cuál es la elevación (en pies)?"" ¿Qué hora es aquí?"	"Look at the second question: ""How many billion letters will be sent in 2015?"" What is the time here?"	"Mire la segunda pregunta: ""¿Cuántos mil millones de cartas se enviarán en 2015?"" ¿Qué hora es aquí?"
%(hintMessage_106_xlabel_point2x_xunit)%	The time is 2 minutes.	El tiempo es de 2 minutos.	The time is 4 seconds.	El tiempo es de 4 segundos.	The time is 8 months.	El tiempo es de 8 meses.	The time is 14 days.	El tiempo es de 14 días.	The machines needed is 10 machines.	Las máquinas necesarias son 10 máquinas.	The time is 14 days.	El tiempo es de 14 días.	The people coming by is 20 people.	La gente que viene es 20 personas.	The time is 33 seconds.	El tiempo es de 33 segundos.	The time is 9 years.	El tiempo es de 9 años.
%(hintMessage_107_please_enter_point2x_highlighted)%	Please enter '2' in the highlighted field.	Por favor, ingrese '2' en el campo resaltado.	Please enter '4' in the highlighted field.	Por favor, ingrese '4' en el campo resaltado.	Please enter '8' in the highlighted field.	Por favor, ingrese '8' en el campo resaltado.	Please enter '14' in the highlighted field.	Por favor, ingrese '14' en el campo resaltado.	Please enter '10' in the highlighted field.	Por favor, ingrese '10' en el campo resaltado.	Please enter '14' in the highlighted field.	Por favor, ingrese '14' en el campo resaltado.	Please enter '20' in the highlighted field.	Por favor, ingrese '20' en el campo resaltado.	Please enter '33' in the highlighted field.	Por favor, ingrese '33' en el campo resaltado.	Please enter '9' in the highlighted field.	Por favor, ingrese '9' en el campo resaltado.
%(hintMessage_109_look_third_question_q3)%	"Look at the third question: ""How many people are in line in front of you after four minutes?"" What is the time here?"	"Mire la tercera pregunta: ""¿Cuántas personas están en la fila frente a usted después de cuatro minutos?"" ¿Qué hora es aquí?"	"Look at the third question: ""What floor will Vincent be at after twelve seconds?"" What is the time here?"	"Mire la tercera pregunta: ""¿En qué piso estará Vincent después de doce segundos?"" ¿Qué hora es aquí?"	"Look at the third question: ""How much is his debt after one year? (assume there is no interest)"" What is the time here?"	"Mire la tercera pregunta: ""¿Cuánto es su deuda después de un año? (Suponga que no hay intereses)"" ¿Qué hora es aquí?"	"Look at the third question: ""How many messages do you have left at the end of the month (31 days)?"" What is the time here?"	"Mire la tercera pregunta: ""¿Cuántos mensajes le quedan al final del mes (31 días)?"" ¿Qué hora es aquí?"	"Look at the third question: ""What number of workers does a factory need that has 25 machines?"" What is the machines needed here?"	"Mire la tercera pregunta: ""¿Qué número de trabajadores necesita una fábrica que tiene 25 máquinas?"" ¿Qué máquinas se necesitan aquí?"	"Look at the third question: ""Assume the tree has already lost leaves. How many leaves did the oak have two days earlier?"" What is the time here?"	"Mire la tercera pregunta: ""Suponga que el árbol ya ha perdido hojas. ¿Cuántas hojas tenía el roble dos días antes?"" ¿Qué hora es aquí?"	"Look at the third question: ""If 40 people visit your stand, how much will you have left?"" What is the people coming by here?"	"Mire la tercera pregunta: ""Si 40 personas visitan su stand, ¿Cuánto le quedará?"" ¿Qué viene la gente por aquí?"	"Look at the third question: ""One minute passed, how far underground is the spy?"" What is the time here?"	"[google]Mire la tercera pregunta: ""Pasó un minuto, ¿qué tan bajo tierra está el espía?"" ¿Cuál es el tiempo aquí?"	"Look at the third question: ""How many billion letters were sent in 2001?"" What is the time here?"	"Mire la tercera pregunta: ""¿Cuántos mil millones de cartas se enviaron en 2001?"" ¿Qué hora es aquí?"
%(hintMessage_110_xlabel_point3x_xunit)%	The time is 4 minutes.	El tiempo es de 4 minutos.	The time is 12 seconds.	El tiempo es de 12 segundos.	The time is 12 months.	El tiempo es de 12 meses.	The time is 31 days.	El tiempo es de 31 días.	The machines needed is 25 machines.	Las máquinas necesarias son 25 máquinas.	The time is -2 days.	El tiempo es -2 días.	The people coming by is 40 people.	La gente que viene es 40 personas.	The time is 60 seconds.	El tiempo es de 60 segundos.	The time is -5 years.	El tiempo es de -5 años.
%(hintMessage_111_please_enter_point3x_highlighted)%	Please enter '4' in the highlighted field.	Por favor, ingrese '4' en el campo resaltado.	Please enter '12' in the highlighted field.	Por favor, ingrese '12' en el campo resaltado.	Please enter '12' in the highlighted field.	Por favor, ingrese '12' en el campo resaltado.	Please enter '31' in the highlighted field.	Por favor, ingrese '31' en el campo resaltado.	Please enter '25' in the highlighted field.	Por favor, ingrese '25' en el campo resaltado.	Please enter '-2' in the highlighted field.	Por favor, ingrese '-2' en el campo resaltado.	Please enter '40' in the highlighted field.	Por favor, ingrese '40' en el campo resaltado.	Please enter '60' in the highlighted field.	Por favor, ingrese '60' en el campo resaltado.	Please enter '-5' in the highlighted field.	Por favor, ingrese '-5' en el campo resaltado.
%(hintMessage_118_observe_points_graph_turned)%	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	[google]Observe que los puntos en el gráfico se han vuelto verde. Haga clic en dos de los puntos de su gráfico para dibujar una línea entre ellos.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	[google]Observe que los puntos en el gráfico se han vuelto verde. Haga clic en dos de los puntos de su gráfico para dibujar una línea entre ellos.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	[google]Observe que los puntos en el gráfico se han vuelto verde. Haga clic en dos de los puntos de su gráfico para dibujar una línea entre ellos.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	[google]Observe que los puntos en el gráfico se han vuelto verde. Haga clic en dos de los puntos de su gráfico para dibujar una línea entre ellos.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	[google]Observe que los puntos en el gráfico se han vuelto verde. Haga clic en dos de los puntos de su gráfico para dibujar una línea entre ellos.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	[google]Observe que los puntos en el gráfico se han vuelto verde. Haga clic en dos de los puntos de su gráfico para dibujar una línea entre ellos.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	[google]Observe que los puntos en el gráfico se han vuelto verde. Haga clic en dos de los puntos de su gráfico para dibujar una línea entre ellos.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	[google]Observe que los puntos en el gráfico se han vuelto verde. Haga clic en dos de los puntos de su gráfico para dibujar una línea entre ellos.	Observe that the points on the graph have turned green. Please click on two of the points on your graph to draw a line between them.	[google]Observe que los puntos en el gráfico se han vuelto verde. Haga clic en dos de los puntos de su gráfico para dibujar una línea entre ellos.
%(hintMessage_119_line_defined_two_points)%	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	Una línea está definida por dos puntos. Para este paso, intente hacer clic en dos de los puntos que ya colocó para dibujar una línea entre ellos.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	Una línea está definida por dos puntos. Para este paso, intente hacer clic en dos de los puntos que ya colocó para dibujar una línea entre ellos.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	Una línea está definida por dos puntos. Para este paso, intente hacer clic en dos de los puntos que ya colocó para dibujar una línea entre ellos.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	Una línea está definida por dos puntos. Para este paso, intente hacer clic en dos de los puntos que ya colocó para dibujar una línea entre ellos.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	Una línea está definida por dos puntos. Para este paso, intente hacer clic en dos de los puntos que ya colocó para dibujar una línea entre ellos.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	Una línea está definida por dos puntos. Para este paso, intente hacer clic en dos de los puntos que ya colocó para dibujar una línea entre ellos.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	Una línea está definida por dos puntos. Para este paso, intente hacer clic en dos de los puntos que ya colocó para dibujar una línea entre ellos.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	Una línea está definida por dos puntos. Para este paso, intente hacer clic en dos de los puntos que ya colocó para dibujar una línea entre ellos.	A line is defined by two points. For this step, try clicking on two of the points you already placed to draw a line between them.	Una línea está definida por dos puntos. Para este paso, intente hacer clic en dos de los puntos que ya colocó para dibujar una línea entre ellos.
%(hintMessage_124_placed_point_fifth_question)%	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	[google]Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor X para encontrar el <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	[google]Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor X para encontrar el <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	[google]Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor X para encontrar el <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	[google]Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor X para encontrar el <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	[google]Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor X para encontrar el <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	[google]Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor X para encontrar el <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	[google]Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor X para encontrar el <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	[google]Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor X para encontrar el <%=quantity1%>.	Now that you placed a point for the fifth question, look-up what its X-value is to find the <%=quantity1%>.	[google]Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor X para encontrar el <%=quantity1%>.
%(hintMessage_126_point5x)%	The <%=quantity1%> is at 7 <%=unit1%>.	La <% = cantidad 1%> está en 7 <% = unidad 1%>.	The <%=quantity1%> is at 50 <%=unit1%>.	La <% = cantidad 1%> está al 50 <% = unidad 1%>.	The <%=quantity1%> is at 34 <%=unit1%>.	La <% = cantidad 1%> está en 34 <% = unidad 1%>.	The <%=quantity1%> is at 40 <%=unit1%>.	La <% = cantidad 1%> está en 40 <% = unidad 1%>.	The <%=quantity1%> is at 46 <%=unit1%>.	La <% = cantidad 1%> está en 46 <% = unidad 1%>.	The <%=quantity1%> is at -6 <%=unit1%>.	La <% = cantidad 1%> está en -6 <% = unidad 1%>.	The <%=quantity1%> is at 50 <%=unit1%>.	La <% = cantidad 1%> está al 50 <% = unidad 1%>.	The <%=quantity1%> is at 83 <%=unit1%>.	La <% = cantidad 1%> está en 83 <% = unidad 1%>.	The <%=quantity1%> is at 17 <%=unit1%>.	La <% = cantidad 1%> está en 17 <% = unidad 1%>.
%(hintMessage_127_please_enter_point5x_highlighted)%	Please enter '7' in the highlighted field.	Por favor, ingrese '7' en el campo resaltado.	Please enter '50' in the highlighted field.	Por favor, ingrese '50' en el campo resaltado.	Please enter '34' in the highlighted field.	Por favor, ingrese '34' en el campo resaltado.	Please enter '40' in the highlighted field.	Por favor, ingrese '40' en el campo resaltado.	Please enter '46' in the highlighted field.	Por favor, ingrese '46' en el campo resaltado.	Please enter '-6' in the highlighted field.	Por favor, ingrese '-6' en el campo resaltado.	Please enter '50' in the highlighted field.	Por favor, ingrese '50' en el campo resaltado.	Please enter '83' in the highlighted field.	Por favor, ingrese '83' en el campo resaltado.	Please enter '17' in the highlighted field.	Por favor, ingrese '17' en el campo resaltado.
%(hintMessage_128_look_first_question_q1)%	"Look at the first question: ""How many people are in line in front of you after one minute?"" What is the time here?"	"Mire la primera pregunta: ""¿Cuántas personas están en fila frente a usted después de un minuto?"" ¿Qué hora es aquí?"	"Look at the first question: ""What floor will Vincent be at after one second?"" What is the time here?"	"Mire la primera pregunta: ""¿En qué piso estará Vincent después de un segundo?"" ¿Qué hora es aquí?"	"Look at the first question: ""How much is Barry's debt after three months?"" What is the time here?"	"Mire la primera pregunta: ""¿A cuánto asciende la deuda de Barry después de tres meses?"" ¿Qué hora es aquí?"	"Look at the first question: ""How many messages do you have left after four days?"" What is the time here?"	"Mire la primera pregunta: ""¿Cuántos mensajes le quedan después de cuatro días?"" ¿Qué hora es aquí?"	"Look at the first question: ""How many workers does the factory still need if Jim buys two machines?"" What is the machines needed here?"	"Mire la primera pregunta: ""¿Cuántos trabajadores necesita la fábrica si Jim compra dos máquinas?"" ¿Qué máquinas se necesitan aquí?"	"Look at the first question: ""How many leafs does the oak have left now?"" What is the time here?"	"Mire la primera pregunta: ""¿Cuántas hojas le quedan al roble ahora?"" ¿Qué hora es aquí?"	"Look at the first question: ""If ten people come by, how much fruit will you have left?"" What is the people coming by here?"	"Mira la primera pregunta: ""Si pasan diez personas, ¿Cuánta fruta te quedará?"" ¿Qué viene la gente por aquí?"	"Look at the first question: ""16 seconds passed. How far above sea level is he?"" What is the time here?"	"Mire la primera pregunta: ""Han pasado 16 segundos. ¿A qué altura sobre el nivel del mar está?"" ¿Qué hora es aquí?"	"Look at the first question: ""Let's call 2006 year 0. How many billion letters were sent a year later?"" What is the time here?"	"Mire la primera pregunta: ""Llamemos 2006 al año 0. ¿Cuántos mil millones de cartas se enviaron un año después?"" ¿Qué hora es aquí?"
%(hintMessage_129_xlabel_point1x)%	The time is 1 <%=unit1%>.	[google]El tiempo es 1 <%=unit1%>.	The time is 1 <%=unit1%>.	[google]El tiempo es 1 <%=unit1%>.	The time is 3 <%=unit1%>.	[google]El tiempo es 3 <%=unit1%>.	The time is 4 <%=unit1%>.	[google]El tiempo es 4 <%=unit1%>.	The machines needed is 2 <%=unit1%>.	[google]Las máquinas necesarias son 2 <%=unit1%>.	The time is 0 <%=unit1%>.	[google]La hora es 0 <%=unit1%>.	The people coming by is 10 <%=unit1%>.	[google]La gente que viene es 10 <%=unit1%>.	The time is 16 <%=unit1%>.	[google]La hora es 16 <%=unit1%>.	The time is 1 <%=unit1%>.	[google]El tiempo es 1 <%=unit1%>.
%(hintMessage_130_please_enter_point1x_highlighted)%	Please enter '1' in the highlighted field.	Por favor ingrese '1' en el campo resaltado.	Please enter '1' in the highlighted field.	Por favor ingrese '1' en el campo resaltado.	Please enter '3' in the highlighted field.	Por favor, ingrese '3' en el campo resaltado.	Please enter '4' in the highlighted field.	Por favor, ingrese '4' en el campo resaltado.	Please enter '2' in the highlighted field.	Por favor, ingrese '2' en el campo resaltado.	Please enter '0' in the highlighted field.	Por favor, ingrese '0' en el campo resaltado.	Please enter '10' in the highlighted field.	Por favor, ingrese '10' en el campo resaltado.	Please enter '16' in the highlighted field.	Por favor, ingrese '16' en el campo resaltado.	Please enter '1' in the highlighted field.	Por favor ingrese '1' en el campo resaltado.
%(hintMessage_132_look_fourth_question_q4)%	"Look at the fourth question: ""How long have you been waiting when there are 24 people in front of you left?"" What is the <%=quantity2%> here?"	"Mire la cuarta pregunta: ""¿Cuánto tiempo ha estado esperando cuando quedan 24 personas frente a usted?"" ¿Cuál es la <% = cantidad2%> aquí?"	"Look at the fourth question: ""After how many seconds will Vincent reach the 51st floor? "" What is the <%=quantity2%> here?"	"Mire la cuarta pregunta: ""¿Después de cuántos segundos Vincent llegará al piso 51?"" ¿Cuál es la <% = cantidad2%> aquí?"	"Look at the fourth question: ""When will the amount Barry owes be half of the original ($5,100)?"" What is the <%=quantity2%> here?"	"Mire la cuarta pregunta: ""¿Cuándo la cantidad que Barry debe ser la mitad de la original ($ 5,100)?"" ¿Cuál es la <% = cantidad2%> aquí?"	"Look at the fourth question: ""After how many days do you have half of your monthly messages left?"" What is the <%=quantity2%> here?"	"Mire la cuarta pregunta: ""¿Después de cuántos días le quedan la mitad de sus mensajes mensuales?"" ¿Cuál es la <% = cantidad2%> aquí?"	"Look at the fourth question: ""How many machines are needed to replace all workers?"" What is the <%=quantity2%> here?"	"Mire la cuarta pregunta: ""¿Cuántas máquinas se necesitan para reemplazar a todos los trabajadores?"" ¿Cuál es la <% = cantidad2%> aquí?"	"Look at the fourth question: ""After how many days is the oak barren (lost all its leafs)?"" What is the <%=quantity2%> here?"	"Mire la cuarta pregunta: ""¿Después de cuántos días está el roble estéril (perdió todas sus hojas)?"" ¿Cuál es la <% = cantidad 2%> aquí?"	"Look at the fourth question: ""How many people have gotten fruit from you if you have 100 pieces left?"" What is the <%=quantity2%> here?"	"Mire la cuarta pregunta: ""¿Cuántas personas han obtenido fruta de usted si le quedan 100 piezas?"" ¿Cuál es la <% = cantidad2%> aquí?"	"Look at the fourth question: ""After how many seconds was the elevator at sea level?"" What is the <%=quantity2%> here?"	"Mire la cuarta pregunta: ""¿Después de cuántos segundos estuvo el ascensor al nivel del mar?"" ¿Cuál es la <% = cantidad2%> aquí?"	"Look at the fourth question: ""In what year were there 48.6 billion letters sent?"" What is the <%=quantity2%> here?"	"Mire la cuarta pregunta: ""¿En qué año se enviaron 48,6 mil millones de cartas?"" ¿Cuál es la <% = cantidad2%> aquí?"
%(hintMessage_133_point4y)%	The <%=quantity2%> is 24 <%=unit2%>.	La <% = cantidad 2%> es 24 <% = unidad 2%>.	The <%=quantity2%> is 51 <%=unit2%>.	La <% = cantidad 2%> es 51 <% = unidad 2%>.	The <%=quantity2%> is 5100 <%=unit2%>.	La <% = cantidad 2%> es 5100 <% = unidad 2%>.	The <%=quantity2%> is 400 <%=unit2%>.	La <% = cantidad 2%> es 400 <% = unidad 2%>.	The <%=quantity2%> is 0 <%=unit2%>.	El <% = cantidad 2%> es 0 <% = unidad 2%>.	The <%=quantity2%> is 0 <%=unit2%>.	El <% = cantidad 2%> es 0 <% = unidad 2%>.	The <%=quantity2%> is 100 <%=unit2%>.	La <% = cantidad 2%> es 100 <% = unidad 2%>.	The <%=quantity2%> is 0 <%=unit2%>.	El <% = cantidad 2%> es 0 <% = unidad 2%>.	The <%=quantity2%> is 48.6 <%=unit2%>.	La <% = cantidad 2%> es 48.6 <% = unidad 2%>.
%(hintMessage_134_please_enter_point4y_highlighted)%	Please enter '24' in the highlighted field.	Por favor, ingrese '24' en el campo resaltado.	Please enter '51' in the highlighted field.	Por favor, ingrese '51' en el campo resaltado.	Please enter '5100' in the highlighted field.	Por favor, ingrese '5100' en el campo resaltado.	Please enter '400' in the highlighted field.	Por favor, ingrese '400' en el campo resaltado.	Please enter '0' in the highlighted field.	Por favor, ingrese '0' en el campo resaltado.	Please enter '0' in the highlighted field.	Por favor, ingrese '0' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '0' in the highlighted field.	Por favor, ingrese '0' en el campo resaltado.	Please enter '48.6' in the highlighted field.	Por favor, ingrese '48 .6 'en el campo resaltado.
%(hintMessage_135_unit_would_measure_ylabel)%	In what unit would you measure the line?	¿En qué unidad medirías la línea?	In what unit would you measure height?	¿En qué unidad medirías la altura?	In what unit would you measure debt?	¿En qué unidad mediría la deuda?	In what unit would you measure text messages left?	¿En qué unidad medirías los mensajes de texto que quedan?	In what unit would you measure workers needed?	¿En qué unidad medirías los trabajadores necesarios?	In what unit would you measure leafs left?	¿En qué unidad medirías las hojas que quedan?	In what unit would you measure fruit left?	¿En qué unidad medirías la fruta restante?	In what unit would you measure elevation?	¿En qué unidad medirías la elevación?	In what unit would you measure letters sent?	¿En qué unidad medirías las cartas enviadas?
%(hintMessage_136_)%	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"[google]<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"[google]<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"[google]<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"[google]<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"[google]<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"[google]<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"[google]<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"[google]<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"	"[google]<%=graphUnitY ? ""The right column unit should be the same as the unit on the Y-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(ylabel)%?""%>"
